Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,San Francisco,United States,AC-10420,Alyssa Crouse,0.20,12-07-2011,CA-2011-129924,94122,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,West,338,1,Corporate,17-07-2011,Standard Class,California,Binders,01-07-2011,0.2,2.7956,2,7.712,2011
Furniture,San Francisco,United States,AC-10420,Alyssa Crouse,0.20,12-07-2011,CA-2011-129924,94122,FUR-TA-10004575,Hon 5100 Series Wood Tables,West,339,1,Corporate,17-07-2011,Standard Class,California,Tables,01-07-2011,0.2,-17.4588,3,698.352,2011
Office Supplies,Layton,United States,KL-16645,Ken Lonsdale,0.00,22-06-2012,CA-2012-128167,84041,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",West,340,1,Consumer,26-06-2012,Second Class,Utah,Fasteners,01-06-2012,0,2.3312,4,4.96,2012
Technology,San Francisco,United States,CC-12550,Clay Cheatham,0.20,16-06-2014,CA-2014-169901,94122,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,West,346,1,Consumer,20-06-2014,Standard Class,California,Phones,01-06-2014,0.2,4.7976,3,47.976,2014
Office Supplies,San Francisco,United States,JD-16060,Julia Dunbar,0.00,24-09-2011,CA-2011-123344,94109,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",West,366,1,Consumer,29-09-2011,Standard Class,California,Storage,01-09-2011,0,8.4784,4,211.96,2011
Office Supplies,Tucson,United States,AG-10900,Arthur Gainer,0.65,23-07-2011,US-2011-119137,85705,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,West,373,1,Consumer,27-07-2011,Standard Class,Arizona,Binders,01-07-2011,0.7,-5.712,5,8.16,2011
Technology,Tucson,United States,AG-10900,Arthur Gainer,0.20,23-07-2011,US-2011-119137,85705,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,West,374,1,Consumer,27-07-2011,Standard Class,Arizona,Accessories,01-07-2011,0.2,179.1888,8,1023.936,2011
Office Supplies,Tucson,United States,AG-10900,Arthur Gainer,0.20,23-07-2011,US-2011-119137,85705,OFF-AR-10000658,Newell 324,West,375,1,Consumer,27-07-2011,Standard Class,Arizona,Art,01-07-2011,0.2,0.924,1,9.24,2011
Technology,Tucson,United States,AG-10900,Arthur Gainer,0.20,23-07-2011,US-2011-119137,85705,TEC-AC-10002076,Microsoft Natural Keyboard Elite,West,376,1,Consumer,27-07-2011,Standard Class,Arizona,Accessories,01-07-2011,0.2,-29.94,10,479.04,2011
Office Supplies,San Francisco,United States,AS-10285,Alejandro Savely,0.00,29-10-2013,CA-2013-134775,94109,OFF-PA-10004734,Southworth Structures Collection,West,382,1,Corporate,30-10-2013,First Class,California,Paper,01-10-2013,0,25.48,7,50.96,2013
Office Supplies,San Francisco,United States,AS-10285,Alejandro Savely,0.20,29-10-2013,CA-2013-134775,94109,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,383,1,Corporate,30-10-2013,First Class,California,Binders,01-10-2013,0.2,17.3376,3,49.536,2013
Technology,Des Moines,United States,JG-15115,Jack Garza,0.20,21-09-2011,US-2011-135972,98198,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,West,392,1,Consumer,23-09-2011,Second Class,Washington,Phones,01-09-2011,0.2,27.7182,2,246.384,2011
Technology,Des Moines,United States,JG-15115,Jack Garza,0.00,21-09-2011,US-2011-135972,98198,TEC-CO-10002313,Canon PC1080F Personal Copier,West,393,1,Consumer,23-09-2011,Second Class,Washington,Copiers,01-09-2011,0,701.9883,3,1799.97,2011
Office Supplies,Las Vegas,United States,VP-21730,Victor Preis,0.20,01-07-2014,CA-2014-102946,89115,OFF-BI-10004492,Tuf-Vin Binders,West,395,1,Home Office,06-07-2014,Standard Class,Nevada,Binders,01-07-2014,0.2,25.5798,3,75.792,2014
Technology,San Francisco,United States,KH-16510,Keith Herrera,0.00,09-12-2014,CA-2014-117457,94110,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,West,406,1,Consumer,13-12-2014,Standard Class,California,Accessories,01-12-2014,0,37.7895,5,179.95,2014
Technology,San Francisco,United States,KH-16510,Keith Herrera,0.20,09-12-2014,CA-2014-117457,94110,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,West,407,1,Consumer,13-12-2014,Standard Class,California,Copiers,01-12-2014,0.2,434.9913,3,1199.976,2014
Office Supplies,San Francisco,United States,KH-16510,Keith Herrera,0.00,09-12-2014,CA-2014-117457,94110,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",West,408,1,Consumer,13-12-2014,Standard Class,California,Paper,01-12-2014,0,13.3035,5,27.15,2014
Furniture,San Francisco,United States,KH-16510,Keith Herrera,0.20,09-12-2014,CA-2014-117457,94110,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",West,409,1,Consumer,13-12-2014,Standard Class,California,Tables,01-12-2014,0.2,-112.9527,7,1004.024,2014
Office Supplies,San Francisco,United States,KH-16510,Keith Herrera,0.00,09-12-2014,CA-2014-117457,94110,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",West,410,1,Consumer,13-12-2014,Standard Class,California,Paper,01-12-2014,0,4.6464,1,9.68,2014
Office Supplies,San Francisco,United States,KH-16510,Keith Herrera,0.00,09-12-2014,CA-2014-117457,94110,OFF-LA-10003766,Self-Adhesive Removable Labels,West,411,1,Consumer,13-12-2014,Standard Class,California,Labels,01-12-2014,0,13.608,9,28.35,2014
Office Supplies,San Francisco,United States,KH-16510,Keith Herrera,0.00,09-12-2014,CA-2014-117457,94110,OFF-PA-10001970,Xerox 1908,West,412,1,Consumer,13-12-2014,Standard Class,California,Paper,01-12-2014,0,27.4302,1,55.98,2014
Furniture,San Francisco,United States,KH-16510,Keith Herrera,0.10,09-12-2014,CA-2014-117457,94110,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,West,413,1,Consumer,13-12-2014,Standard Class,California,Bookcases,01-12-2014,0.15,31.4548,13,1336.829,2014
Furniture,San Francisco,United States,KH-16510,Keith Herrera,0.20,09-12-2014,CA-2014-117457,94110,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,West,414,1,Consumer,13-12-2014,Standard Class,California,Chairs,01-12-2014,0.2,-18.4548,2,113.568,2014
Office Supplies,Seattle,United States,KC-16675,Kimberly Carter,0.00,04-11-2014,CA-2014-142636,98105,OFF-PA-10000157,Xerox 191,West,415,1,Corporate,08-11-2014,Standard Class,Washington,Paper,01-11-2014,0,65.7342,7,139.86,2014
Furniture,Seattle,United States,KC-16675,Kimberly Carter,0.20,04-11-2014,CA-2014-142636,98105,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,West,416,1,Corporate,08-11-2014,Standard Class,Washington,Chairs,01-11-2014,0.2,26.8744,4,307.136,2014
Office Supplies,Huntington Beach,United States,CJ-12010,Caroline Jumper,0.00,25-06-2014,CA-2014-122105,92646,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,West,417,1,Consumer,29-06-2014,Standard Class,California,Art,01-06-2014,0,25.8984,8,95.92,2014
Furniture,Los Angeles,United States,PB-19150,Philip Brown,0.20,15-04-2013,CA-2013-148796,90004,FUR-CH-10004886,Bevis Steel Folding Chairs,West,418,1,Consumer,19-04-2013,Standard Class,California,Chairs,01-04-2013,0.2,38.38,5,383.8,2013
Office Supplies,Los Angeles,United States,SP-20860,Sung Pak,0.00,05-03-2014,CA-2014-110478,90045,OFF-AR-10001573,American Pencil,West,420,1,Corporate,10-03-2014,Standard Class,California,Art,01-03-2014,0,2.7028,4,9.32,2014
Office Supplies,Los Angeles,United States,SP-20860,Sung Pak,0.00,05-03-2014,CA-2014-110478,90045,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",West,421,1,Corporate,10-03-2014,Standard Class,California,Envelopes,01-03-2014,0,7.015,1,15.25,2014
Technology,Louisville,United States,JE-15745,Joel Eaton,0.20,22-06-2011,CA-2011-142048,80027,TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,West,422,1,Consumer,25-06-2011,First Class,Colorado,Accessories,01-06-2011,0.2,56.5662,6,196.752,2011
Furniture,Concord,United States,SC-20095,Sanjit Chand,0.20,13-02-2011,US-2011-110674,94521,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",West,457,1,Consumer,19-02-2011,Standard Class,California,Chairs,01-02-2011,0.2,-24.294,2,129.568,2011
Office Supplies,Seattle,United States,JH-15985,Joseph Holt,0.00,15-12-2012,CA-2012-109638,98115,OFF-AP-10002472,3M Office Air Cleaner,West,460,1,Consumer,22-12-2012,Standard Class,Washington,Appliances,01-12-2012,0,36.372,4,103.92,2012
Technology,Seattle,United States,JH-15985,Joseph Holt,0.00,15-12-2012,CA-2012-109638,98115,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,West,461,1,Consumer,22-12-2012,Standard Class,Washington,Accessories,01-12-2012,0,377.9622,9,899.91,2012
Office Supplies,Seattle,United States,JH-15985,Joseph Holt,0.20,15-12-2012,CA-2012-109638,98115,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,West,462,1,Consumer,22-12-2012,Standard Class,Washington,Binders,01-12-2012,0.2,18.6006,3,51.312,2012
Furniture,Phoenix,United States,TN-21040,Tanja Norvell,0.20,23-04-2013,CA-2013-109869,85023,FUR-FU-10000023,Eldon Wave Desk Accessories,West,463,1,Home Office,30-04-2013,Standard Class,Arizona,Furnishings,01-04-2013,0.2,7.068,5,23.56,2013
Furniture,Phoenix,United States,TN-21040,Tanja Norvell,0.50,23-04-2013,CA-2013-109869,85023,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,West,464,1,Home Office,30-04-2013,Standard Class,Arizona,Tables,01-04-2013,0.5,-814.4832,6,1272.63,2013
Office Supplies,Phoenix,United States,TN-21040,Tanja Norvell,0.65,23-04-2013,CA-2013-109869,85023,OFF-BI-10000315,Poly Designer Cover & Back,West,465,1,Home Office,30-04-2013,Standard Class,Arizona,Binders,01-04-2013,0.7,-20.889,5,28.485,2013
Office Supplies,Phoenix,United States,TN-21040,Tanja Norvell,0.20,23-04-2013,CA-2013-109869,85023,OFF-SU-10003505,Premier Electric Letter Opener,West,466,1,Home Office,30-04-2013,Standard Class,Arizona,Supplies,01-04-2013,0.2,-34.758,2,185.376,2013
Office Supplies,Phoenix,United States,TN-21040,Tanja Norvell,0.20,23-04-2013,CA-2013-109869,85023,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",West,467,1,Home Office,30-04-2013,Standard Class,Arizona,Appliances,01-04-2013,0.2,5.8704,2,78.272,2013
Office Supplies,San Francisco,United States,JP-15520,Jeremy Pistek,0.00,09-11-2011,CA-2011-144666,94110,OFF-ST-10002743,SAFCO Boltless Steel Shelving,West,472,1,Consumer,11-11-2011,Second Class,California,Storage,01-11-2011,0,3.4092,3,340.92,2011
Furniture,San Francisco,United States,JP-15520,Jeremy Pistek,0.10,09-11-2011,CA-2011-144666,94110,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",West,473,1,Consumer,11-11-2011,Second Class,California,Bookcases,01-11-2011,0.15,10.4784,2,222.666,2011
Technology,San Francisco,United States,JP-15520,Jeremy Pistek,0.20,09-11-2011,CA-2011-144666,94110,TEC-PH-10002680,Samsung Galaxy Note 3,West,474,1,Consumer,11-11-2011,Second Class,California,Phones,01-11-2011,0.2,87.996,4,703.968,2011
Office Supplies,San Francisco,United States,JP-15520,Jeremy Pistek,0.00,09-11-2011,CA-2011-144666,94110,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",West,475,1,Consumer,11-11-2011,Second Class,California,Storage,01-11-2011,0,24.9804,6,92.52,2011
Office Supplies,San Francisco,United States,JP-15520,Jeremy Pistek,0.00,09-11-2011,CA-2011-144666,94110,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",West,476,1,Consumer,11-11-2011,Second Class,California,Paper,01-11-2011,0,28.819,7,62.65,2011
Office Supplies,San Francisco,United States,JP-15520,Jeremy Pistek,0.00,09-11-2011,CA-2011-144666,94110,OFF-PA-10003465,Xerox 1912,West,477,1,Consumer,11-11-2011,Second Class,California,Paper,01-11-2011,0,45.528,5,94.85,2011
Technology,Los Angeles,United States,KH-16690,Kristen Hastings,0.20,13-07-2013,CA-2013-103891,90008,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,West,478,1,Corporate,20-07-2013,Standard Class,California,Phones,01-07-2013,0.2,7.182,6,95.76,2013
Technology,San Diego,United States,XP-21865,Xylona Preis,0.00,06-10-2011,CA-2011-134677,92024,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,West,482,1,Consumer,10-10-2011,Standard Class,California,Accessories,01-10-2011,0,1.9089,3,9.09,2011
Office Supplies,Los Angeles,United States,MT-18070,Michelle Tran,0.00,11-06-2014,CA-2014-140963,90045,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,West,485,1,Home Office,14-06-2014,First Class,California,Labels,01-06-2014,0,14.8,2,29.6,2014
Furniture,Los Angeles,United States,MT-18070,Michelle Tran,0.10,11-06-2014,CA-2014-140963,90045,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,486,1,Home Office,14-06-2014,First Class,California,Bookcases,01-06-2014,0.15,-30.245,5,514.165,2014
Technology,Los Angeles,United States,MT-18070,Michelle Tran,0.20,11-06-2014,CA-2014-140963,90045,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,West,487,1,Home Office,14-06-2014,First Class,California,Phones,01-06-2014,0.2,17.4975,5,279.96,2014
Technology,Seattle,United States,SS-20590,Sonia Sunley,0.00,10-05-2013,CA-2013-169166,98115,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,494,1,Consumer,15-05-2013,Standard Class,Washington,Accessories,01-05-2013,0,13.1572,2,93.98,2013
Office Supplies,Costa Mesa,United States,SC-20095,Sanjit Chand,0.20,26-07-2013,CA-2013-126158,92627,OFF-BI-10002498,Clear Mylar Reinforcing Strips,West,497,1,Consumer,01-08-2013,Standard Class,California,Binders,01-07-2013,0.2,40.3704,8,119.616,2013
Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,0.00,26-07-2013,CA-2013-126158,92627,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,498,1,Consumer,01-08-2013,Standard Class,California,Furnishings,01-07-2013,0,81.8432,4,255.76,2013
Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,0.20,26-07-2013,CA-2013-126158,92627,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,West,499,1,Consumer,01-08-2013,Standard Class,California,Chairs,01-07-2013,0.2,18.1176,2,241.568,2013
Furniture,Costa Mesa,United States,SC-20095,Sanjit Chand,0.00,26-07-2013,CA-2013-126158,92627,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,500,1,Consumer,01-08-2013,Standard Class,California,Furnishings,01-07-2013,0,22.869,9,69.3,2013
Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,0.65,31-05-2013,US-2013-105578,80134,OFF-BI-10001670,Vinyl Sectional Post Binders,West,501,1,Corporate,05-06-2013,Standard Class,Colorado,Binders,01-05-2013,0.7,-15.08,2,22.62,2013
Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,0.65,31-05-2013,US-2013-105578,80134,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,West,502,1,Corporate,05-06-2013,Standard Class,Colorado,Binders,01-05-2013,0.7,-11.9616,2,14.952,2013
Furniture,Parker,United States,MY-17380,Maribeth Yedwab,0.20,31-05-2013,US-2013-105578,80134,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,503,1,Corporate,05-06-2013,Standard Class,Colorado,Chairs,01-05-2013,0.2,50.098,2,801.568,2013
Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,0.65,31-05-2013,US-2013-105578,80134,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,West,504,1,Corporate,05-06-2013,Standard Class,Colorado,Binders,01-05-2013,0.7,-1.9008,3,2.376,2013
Office Supplies,Parker,United States,MY-17380,Maribeth Yedwab,0.20,31-05-2013,US-2013-105578,80134,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",West,505,1,Corporate,05-06-2013,Standard Class,Colorado,Paper,01-05-2013,0.2,11.8871,1,32.792,2013
Office Supplies,Los Angeles,United States,BN-11515,Bradley Nguyen,0.00,22-12-2014,CA-2014-163405,90049,OFF-AR-10003811,Newell 327,West,514,1,Consumer,26-12-2014,Standard Class,California,Art,01-12-2014,0,1.7901,3,6.63,2014
Office Supplies,Los Angeles,United States,BN-11515,Bradley Nguyen,0.00,22-12-2014,CA-2014-163405,90049,OFF-AR-10001246,Newell 317,West,515,1,Consumer,26-12-2014,Standard Class,California,Art,01-12-2014,0,1.7052,2,5.88,2014
Technology,Great Falls,United States,AD-10180,Alan Dominguez,0.00,23-01-2014,CA-2014-127432,59405,TEC-CO-10003236,Canon Image Class D660 Copier,West,516,1,Home Office,28-01-2014,Standard Class,Montana,Copiers,01-01-2014,0,1379.977,5,2999.95,2014
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,0.00,23-01-2014,CA-2014-127432,59405,OFF-ST-10004507,Advantus Rolling Storage Box,West,517,1,Home Office,28-01-2014,Standard Class,Montana,Storage,01-01-2014,0,13.8915,3,51.45,2014
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,0.00,23-01-2014,CA-2014-127432,59405,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,518,1,Home Office,28-01-2014,Standard Class,Montana,Paper,01-01-2014,0,5.382,2,11.96,2014
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,0.00,23-01-2014,CA-2014-127432,59405,OFF-ST-10004459,Tennsco Single-Tier Lockers,West,519,1,Home Office,28-01-2014,Standard Class,Montana,Storage,01-01-2014,0,56.301,3,1126.02,2014
Technology,Los Angeles,United States,LH-17155,Logan Haushalter,0.20,22-05-2013,US-2013-139486,90032,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,West,524,1,Consumer,24-05-2013,First Class,California,Phones,01-05-2013,0.2,-12.4146,3,55.176,2013
Technology,Los Angeles,United States,LH-17155,Logan Haushalter,0.00,22-05-2013,US-2013-139486,90032,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,525,1,Consumer,24-05-2013,First Class,California,Accessories,01-05-2013,0,27.1666,2,66.26,2013
Furniture,Los Angeles,United States,KB-16240,Karen Bern,0.20,07-11-2012,CA-2012-102848,90036,FUR-CH-10000595,Safco Contoured Stacking Chairs,West,532,1,Corporate,09-11-2012,Second Class,California,Chairs,01-11-2012,0.2,11.92,1,190.72,2012
Furniture,Los Angeles,United States,JC-15340,Jasper Cacioppo,0.00,08-09-2014,US-2014-129441,90032,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,West,533,1,Consumer,12-09-2014,Standard Class,California,Furnishings,01-09-2014,0,2.397,3,47.94,2014
Office Supplies,Mesa,United States,AA-10375,Allen Armold,0.20,11-07-2013,CA-2013-126613,85204,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,536,1,Consumer,17-07-2013,Standard Class,Arizona,Storage,01-07-2013,0.2,1.4672,2,16.768,2013
Technology,Tucson,United States,ES-14080,Erin Smith,0.20,15-07-2013,CA-2013-136924,85705,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,West,542,1,Corporate,18-07-2013,First Class,Arizona,Phones,01-07-2013,0.2,38.0864,8,380.864,2013
Furniture,San Francisco,United States,BD-11320,Bill Donatelli,0.20,16-04-2013,CA-2013-136406,94110,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,West,552,1,Consumer,18-04-2013,Second Class,California,Chairs,01-04-2013,0.2,0,2,1121.568,2013
Office Supplies,Anaheim,United States,DK-13225,Dean Katz,0.00,30-06-2014,CA-2014-100650,92804,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,West,555,1,Corporate,04-07-2014,Second Class,California,Storage,01-06-2014,0,310.9872,2,1295.78,2014
Office Supplies,Los Angeles,United States,OT-18730,Olvera Toch,0.00,11-06-2013,CA-2013-113243,90045,OFF-LA-10001297,Avery 473,West,557,1,Consumer,16-06-2013,Standard Class,California,Labels,01-06-2013,0,9.936,2,20.7,2013
Furniture,Los Angeles,United States,OT-18730,Olvera Toch,0.20,11-06-2013,CA-2013-113243,90045,FUR-TA-10004256,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,West,558,1,Consumer,16-06-2013,Standard Class,California,Tables,01-06-2013,0.2,-217.048,4,1335.68,2013
Office Supplies,Los Angeles,United States,OT-18730,Olvera Toch,0.00,11-06-2013,CA-2013-113243,90045,OFF-PA-10003441,Xerox 226,West,559,1,Consumer,16-06-2013,Standard Class,California,Paper,01-06-2013,0,15.552,5,32.4,2013
